기타_용도_분리,Total Count
재활용선별창고1,1
경비원미화원,1
생부속사,1
커뮤니티웰컴센터,1
경비실13동,1
외위험물저장,1
노유자시설주택,1
대여창고,1
체험관및창고,1
구조제,1
션,1
도료1부,1
온실카페,1
세가구,1
폐현수막창고,1
농업용창고및공장,1
곶감건조대,1
나비관찰원,1
국수출장소,1
만화루,1
사원관,1
화포통신일반공장,1
다세대주택및1종근생,1
게스트하우스4,1
펫라운지,1
성인용외전자유기장,1
휴게공간3,1
근린생활시설및주차장,1
건축자재야적장,1
숙박시설생활형,1
장치실,1
조제건강식품제조업,1
어울터,1
벤처오피스,1
연립주태,1
맘스스테이션1,1
오니탈수,1
콤퍼레샤실,1
에,1
배기팬룸,1
부대시설기계실,1
전자통신제어실,1
시험대,1
안내사무실및화장실,1
마루체험동,1
금오서원,1
96주택계량,1
피난훈련용실화재훈련장,1
으뜸산품판매장,1
고시텔,1
전기실4,1
문화및집회시설의부속시설,1
아파트복지상가,1
제1종근린생활및도시형생활주택원룸형,1
피난공간,1
맘스스테이션카페,1
swgr,1
여가문화시설,1
수산물검사실,1
부속건문,1
위험물제제소,1
4wd주차장,1
606동1층피로티,1
222호,1
기계수리,1
영령전,1
울릉도토막집,1
제2근생사무소,1
버섯종균배양시설,1
94주택개량사업,1
검사장2,1
교사3호동,1
및식,1
교육연구시설캐노피,1
제방제조실,1
경기전내상문,1
철도시설관리반처소,1
위생용종이제품제조,1
잔량회수실,1
농대테니스장,1
관악실,1
지하빗물관리시설,1
에코하우스,1
농기계수납실,1
수협지소,1
포소화설비실,1
모노레일탑승장,1
유딜리티하우스,1
roll,1
위험물처리장치처리시설,1
청용사,1
정신지체장애인,1
경비실및당직실,1
갈촌역사,1
동읍변전소,1
남단매점,1
종합연구소,1
방사실,1
임산화학실험실,1
수녀용,1
1902동,1
2arp정비작업장,1
기속사및식당,1
페수처리침전조,1
조경시설물,1
특별교실및식당,1
전통식품가공,1
압축동,1
건어작업장,1
승강구,1
전기경보기및신호장치제조업,1
소각고철창고,1
c조,1
자연대본관,1
준경묘,1
가공목재,1
광기소차륜전삭고,1
실내투수연습교실,1
재생유,1
식물관련서설,1
필터프레스룸,1
사철,1
계근대사무실,1
창고다용도실,1
오피스텔18호,1
3가구및창고,1
테니스부,1
정수재처리시설,1
95년도주택개량사업,1
신교3리,1
봉화경찰서서벽지서,1
monitoring,1
수유동,1
비상계단실,1
교육연구및아동복지시설,1
의료시설및제1,1
별거자용,1
3가구다가구주택,1
논개사당,1
삼천포출장소,1
ep완제품창고,1
중문1,1
si,1
가공절연코드,1
세트제조장,1
2pc,1
95융자,1
자동화창고canopy,1
숙소창고,1
창공시설,1
농업용양곡저온창고,1
합판창고,1
과수저온창고및선별장,1
폐수종말,1
대중음식점0,1
회의실및창고,1
샌드실,1
사당및서원,1
숙소및사무소,1
초소5,1
창고및교육장,1
프리액션밸브실,1
탈수설비동,1
농산물농기계보관창고,1
축산자재보관창고,1
장애인용리프트,1
어린이오락실,1
근린생활시설및검사실,1
하동경로당,1
도지정문화재,1
사출실,1
장비창고1,1
영재교육원및,1
농기계창고및건조장,1
노인재가복지시설,1
농기계창보관창고,1
농산물간이저장창고및관리실,1
동네창고,1
군경원호회관,1
경운기격잡고,1
배전설비교장,1
채굴교장,1
수산어구보관창고,1
부목사,1
과실품질관리창고,1
대피소및보일러,1
pta분석실,1
농업기계공동보관창고,1
패스공장,1
본촌공단복지회관,1
농산물자재창고,1
tnpe약품투약실,1
풍광초등학교,1
원액출고상차대,1
다중생활시설25호,1
석굴,1
케미칼반입구캐노피,1
작약건조장공동작업장,1
창고및직원숙소,1
광주문학관,1
도장막사집2,1
농산물저장창고하차장,1
입출하대,1
ess동,1
아트갤러리,1
재활용품폐품창고,1
휀룸상부da,1
화판,1
전통찻집및소품판매점,1
휠터룸,1
5사무실,1
기타부품제조업,1
견인화포도색공장,1
물탱크저장실,1
가스차단기실,1
분재원,1
탑클라우드,1
814호,1
부잔보관소,1
쉐어링센터,1
외부계단동,1
제3아프리카관,1
경비실8,1
난연시험기계실,1
군민생활시설,1
무인교환대,1
산북종합고등학교,1
c컴퓨터및,1
96농촌주택개량지원사업,1
작업장및농기계창고,1
농업부대시설,1
공동이발소,1
주민문화공간,1
옥탑및방,1
유관순열사지하옥사보호각,1
conc,1
컴퓨터계,1
어린이공원관리사,1
24객실,1
바케엘리베이터,1
종모마사,1
수영장하우스,1
임대다세대주택,1
야외계단실,1
집수조관리층,1
아파트및제2종근린생활시설,1
용역원휴계실,1
106동지하층경비원휴게시설,1
지하1층코아,1
지하저수조기계실,1
음식물쓰레기창고,1
놀이마당,1
상가및노인정,1
탑라이트4,1
커뮤니티공용홀,1
남측경비실,1
다목적주민행사공간,1
제조및위험물취급소,1
2종근린생활서실,1
남탕,1
여가활동센터,1
무장3구,1
수단창고,1
우저서원,1
제1종근생활시설외,1
드라이에리어,1
근린시설및다세대,1
고한종업원숙소a동,1
노원이지공동체주택,1
제1차다세대주택,1
고령토가공,1
부잠실,1
crushing,1
정호조관리실,1
상가및공동시설,1
현릉수라간,1
산서중학교,1
학교미술관및근린생활시설,1
제품slag저장창고,1
한과식품공장,1
연립주택9가구,1
저류조2,1
조교사및기수숙소,1
ups판넬실,1
용액공장,1
기숙사및강당,1
동물원정문,1
저정,1
입주자공유복리시설,1
20295,1
고재훈,1
1종근린생활시설및아파트,1
플레이커하우스,1
벌크가스,1
경주관람시설,1
소셜다이닝,1
재활용품보관함,1
부대복합시설,1
자미원선로반처소,1
계단운동시설,1
제2종긍린생활시설,1
당밀,1
발전실및펌트실,1
대학자치위원회,1
식물시설,1
새마을가공공장,1
침술소,1
귀인동사무소,1
음식물쓰레기보관소,1
b동4세대,1
자동차부품제조공장,1
제조공실,1
시멘벽돌창고,1
보전부정비샵,1
객간,1
기계가공공장,1
교육연구시설및다가구주택,1
전자기계부품제작,1
교회목사관,1
조작실및창고,1
시험분석실,1
직원용급식당,1
가족형,1
지원동,1
대기오염방지시설,1
용수약품처리장,1
변전실2호,1
침구제조공장,1
옥외세면장,1
폐약소각장,1
봉서정,1
제1호주택,1
나한각,1
가스점검장,1
도크사무동,1
입주자회의실도서실,1
단지형다세15세대,1
대극장,1
산소압축기실동,1
펄프생산공장,1
재공품보관창고,1
소실문,1
효행전,1
시멘트공급공장,1
리싸이클콤프레샤실,1
완제품생산공장,1
고가초소1,1
주택및곡물건조실,1
이동식도장장,1
관리사무소및전시장,1
과산화벤조일일반창고,1
단층주택및창고,1
주택자재실험실,1
목재표면처리및방부처리,1
경무당,1
흡음실,1
주택고,1
청자전시실,1
탈기기실,1
안중사랑채,1
해안초소발전실,1
2차염수정화동,1
춘천지검강릉지청관사,1
산화재제조공장,1
기계실및저장창고,1
우천정,1
위험물저장및제2종근린생활시설,1
카본블랙포장공장,1
도자기가마실및공장,1
전기충전기실,1
발열량계실,1
석물가공공장,1
염부사택,1
식품공장농수산물보관창고,1
농가주택및2종근린생활,1
설물정리실,1
순천김씨시목종중제각,1
야외개수대,1
주택및사점,1
왁스공장,1
골판지공장,1
콜밀변압기실,1
제품교정동,1
탄재적차장,1
주택겸소매점,1
농촌주택개량에의한농가주택,1
수곡동사무소,1
이발상점주택,1
제작공장,1
청소년전자유기장및주택,1
엔진시험실,1
차량보관장,1
32실,1
도자기및재료공장,1
가압장창고,1
보육관,1
stack,1
폐수저장및펌프실,1
기능계강습소,1
샤워장및탈의실,1
콤푸레샤실5,1
응집,1
22수배전설비동,1
탈수기실및채양,1
동위원소저장실,1
구술공장,1
조약실,1
가2동,1
리페어장,1
석재공장및작업장,1
자연순환소,1
유류판매소및주택,1
분,1
양봉소분시설,1
자재하치창고,1
다가구주택및제2종근,1
파쇄기계실,1
청자전시장,1
제품창고2,1
부속화장실및창고,1
아스팔트에말존공장,1
철판가공장,1
단독주택16가구용,1
식당보조작업장,1
방고,1
동헌1,1
단독주택및제2종근리생활시설,1
방당실,1
아세치린발생실,1
1110위험물저장및처리시설1,1
휴게및식당,1
시작실험실,1
영업외1용도,1
고옥,1
계단층,1
천주교집회장,1
김가공건조공장,1
3호예열실,1
쉼터정자,1
폐각소각장관리실,1
젖갈저림공장,1
모선재화장실,1
농가주택및단독주택,1
대경포장실,1
공장및근린생활시설창고,1
점포주택및사무실,1
공해공장및관리사,1
스팀터어빈,1
제품판매에,1
대웅암,1
수성제조실,1
삼양사,1
근린생활시설다세대주택,1
암롤주차장,1
북평공장사무실,1
에이시이2방사동공장,1
농가용단독주택및창고,1
마포,1
수위,1
침유장,1
공작기계공장,1
다가주주택및제1종근린생활시설,1
배송센터휴게실,1
관리사뮤소,1
심신당,1
급병창고,1
폐약일시저치장,1
제대공장,1
교회당관사제관,1
보일러실및콤퓨레샤실,1
액비저장탱크조,1
제2연결건물,1
영엽용및주택,1
골재계량호퍼,1
근린생활시설및단독주택용6가구,1
밀양박씨제실,1
작업장샤워실,1
도자기공장및화장실,1
분산냉각수처리실,1
공장관리실,1
저유탱크9,1
종합자료실,1
멉무시설,1
아파트내,1
레포츠룸,1
농업용수펌프장,1
생물학적폐수처리시설,1
캔인쇄,1
무인택배하우스1,1
건축기자재,1
4대형,1
동암,1
교육원및기숙사,1
산분해실,1
압축기시설,1
장애인지역사회재활시설,1
창고및간조실,1
목욕탕및근린생활시설및주택,1
소성면사무소,1
남하,1
흙수비실,1
육상양식어업,1
식품소분판매접,1
취업지원실,1
키즈하우스,1
취업지원정보실,1
볏짚저장,1
백엽상,1
자동차정비공업사,1
fle,1
다시마종합처리장,1
별장e,1
석고보드,1
공장및저온창고,1
빙상장,1
현정창고,1
구례부락창고,1
칩세척실,1
촉매에이창고,1
배저창고,1
사무실및제2종근린생활시설,1
교수연구시설,1
저온보관소,1
커튼및유사제품제조업,1
수산물처리장창고,1
농산물건조공장및보관창고,1
북논현,1
사원연수교육장,1
새마을회창고,1
당구대제조업,1
정곡창고,1
제5운전자실,1
부속사포함,1
도시형업종인전구제조업,1
새생활어린이집,1
동물축사,1
기숙박시설,1
사료보관저온저장고,1
콩나물재배소,1
생활수련원,1
씽크대제조,1
tpp보관장,1
가금처리장,1
산양사육장,1
함께자람센터,1
분향소,1
작물재배관리사,1
축사및부속시설,1
총6세대,1
자동세차,1
목장우사,1
ptp,1
창고및사료조리,1
노인정사무실,1
임시관리사,1
집하장및예냉실,1
강파이프,1
백곰사,1
근린생화활시설,1
수산기자재,1
방수저장,1
다가구용주택및,1
악품창고,1
배수침전조,1
은계정,1
환경식축사,1
안정제펌프실,1
오존기계실,1
축산부속창고,1
동믈및식물관련시설,1
병버섯재배사,1
벳처,1
영구버섯재배사,1
고압가스탱크로리검사장,1
제1종근린및단독주택,1
동물침식물관련시설,1
이유자돈사창고,1
v펌프실,1
내1층,1
오무장,1
기요정,1
고압여과기,1
공용차량차고,1
2310동하부,1
2호소성실,1
모패사육장,1
강당연결통로2,1
간이축사시설,1
조직배양사,1
구조용금속판제품제조,1
비둘기,1
보수반,1
경지지역,1
매트리스및내장가구제조,1
동물관련싯러,1
냉방설비,1
골재공급장,1
전차정비고,1
축사부지조성,1
공릉정자각,1
정비대창고,1
부스터팬실,1
127대,1
택시주차장,1
소독세척시설,1
농산물가공세척장,1
성원,1
칭설당,1
슈퍼마켓및사무실,1
포고건조장,1
콩나물처리작업장,1
시멘트저장소,1
폐기물저창고,1
31226,1
31227,1
모의전투게임,1
달리분류되지않은비료및질소화합물제조업,1
톱밥우사및창고,1
건초사료창고,1
확산판커팅공장,1
동자개부화장,1
전력변환장치실3,1
미생물생산시설,1
의료기관,1
동물및식묵관련시설,1
톱밥기계실,1
염소사육장및퇴비사,1
우소,1
에이필터실,1
커뮤니티a,1
공구창고및사료보관창고,1
1층계단,1
염소및퇴비사,1
슬러지건조시설,1
댄스홀,1
다가구및업무시설,1
엑기스실,1
수산물가공및,1
위생전실,1
주택14,1
화장실및퇴비사,1
n02,1
목재제제소,1
집파장,1
자주식주차장,1
경운기차고,1
94정주권개발사업,1
축사폐수처리장,1
저장룸,1
축사관리사무소,1
장의차,1
축산가공공장,1
칠곡청년회,1
제2종근련생활시설,1
교직원화장실,1
침출수저리시설,1
자전거수리센터,1
근린생활및단독,1
영업부속,1
농기계보광용,1
2021년도,1
구6티하우스,1
정수시제조업,1
1977년도농촌주택취락구조개선사업대상자임,1
나염가공,1
모래보관시설,1
노인복지시설군,1
근무자휴게실,1
시흥시,1
원료장,1
설비차양,1
가정용유지제품제조업,1
에스에프콘포실,1
도입창고캐노피,1
4폐수,1
다가구사세대,1
복분자육종자원실,1
음식물처리,1
소화시설,1
아파트a,1
다시마종묘장,1
콤푸렛샷실1호,1
재생품,1
드럼스크린동,1
제1종근린생활시설및단독,1
위험울제조소,1
위생용품판매점,1
콤프전기실,1
의열사,1
마약견사,1
고압변전실,1
수산물가공미역,1
농수산업관련시험연구시설,1
26m2,1
제1종근린생활시럴,1
자수용재표제조업,1
개량목재제조,1
정의제실,1
동물관련시서,1
장난감대여실,1
동아리연습실,1
돔루관련시설,1
재활용품수리판매소,1
관리실및화장실및숙소,1
히트펌프실1,1
마을방문자센타,1
재실대문,1
v6,1
위험물저장및처리시설및,1
송풍기길,1
재실문간,1
판매및영엽시설,1
곤충생산업,1
제봉기부속품제조업,1
2종근린생활시설운동시설,1
화학탱크,1
서고지어촌계,1
교육연수원강당,1
재생용비금속가공원료생산업,1
오산3리,1
범음료,1
조명장치제조,1
축산건조장,1
경축자원화시설,1
재해구호물자보관창고,1
오수정화시설관리동,1
양어정,1
농어촌생산,1
수산업및급식,1
비육사창고,1
분만실우사,1
분기,1
dm스크린실,1
제2전기실,1
농축조기계실외,1
축사및부속건물,1
잠실사,1
공냉실,1
가죽,1
유택동산,1
화학물주입실ct,1
액상부식동,1
육추및육성계사,1
오피스텔33세대,1
출하장사무실,1
액젖공장,1
연안부두롤게이트,1
다세대주택주택,1
위험물취급소3k,1
헌간,1
서비스탱크,1
발칸후문,1
식당및체육관,1
기관및기계공장,1
평창파출소,1
변전기계실,1
업무및교육연구,1
불당골,1
교통표지판,1
치과의원및단독주택,1
관리매표소,1
다목적실2동,1
석유판매취급,1
제1종근린생활시설및위락시설,1
동력측정실,1
쇼핑센터공동변소,1
선큰주차장화장실,1
대청면사무소,1
공단,1
대기질측정소,1
혜화파출소,1
의무진료동,1
다목적마을부녀회관,1
조동신호장본체,1
변전반실,1
어업,1
점포및이용소,1
운수시설및제1종근린생활시설,1
공원관리실및공중변소,1
섬유질사료제조시설,1
건조및도정,1
전력수전실,1
간석1동파출소,1
건조저장,1
페인트부스,1
청송상수도취수장시설,1
마을회관및놀이터,1
정보화센터,1
제1종근생및의료시설,1
소매점및공연장,1
지도소창고,1
후생,1
청경초소,1
치수장,1
2차침전조펌프실,1
선감경찰초소,1
상용차정비공장,1
정신의원,1
미화반창고,1
폐품저장고,1
절곡,1
동물원휴게소,1
케이브이급,1
내연기관수리점,1
보덕각,1
춘강문,1
단체산막,1
의약품류,1
제조판매시설,1
경로당및모정,1
수협관사,1
155sru분석계기실,1
국악방송국,1
산업용강화프라스틱성형제품제조업,1
騙,1
전기관,1
이발업,1
조립1공장창고,1
정수처리설비실,1
야영지원센터,1
소매점및농업용창고,1
특산품전시관,1
근린샐할시설,1
김조제판매점,1
투이장,1
오니중계펌프실외,1
투과율,1
도시형생활형,1
노천휴게소,1
공장및재재소,1
정기압실,1
농장기계사,1
다목적실동,1
67호,1
동및식물관련시설,1
돼지출하장,1
소토사,1
학생복지주택,1
다가가구택,1
새마을관,1
양돈분뇨톱밥발효작업장,1
면장주택,1
탈린로,1
거점소독실,1
설치금속용,1
농가주택및저온저장창고,1
부속차량관리실,1
마을복지센터,1
수질실험실,1
호스텔업,1
신촌마을회관,1
참기름가공,1
볼링장및일반음식점,1
지역자치센타,1
상수도초소,1
1가구임,1
서편마을회관,1
소문중정자,1
58포함,1
두라분기국가,1
부속된창고,1
모타펌프장,1
원예,1
근린생활시설및미용원,1
113호,1
668,1
고추건조,1
고구마저장,1
신관리경로당,1
철도사당,1
항공대수위실,1
근린생활시설및업무시설및공동주택,1
7404동,1
계수대,1
동계농협,1
연대본부,1
신창복지회관,1
전산본부,1
배출수처리시설,1
제1종근린생활시설및야영장시설,1
차체모듈동,1
제1종근린생활및창고,1
주택사무실,1
정수장관리시설,1
위락및1,1
출어대기실,1
방송국사무실,1
능현마을회관,1
세차장및관리동,1
제어장비제조업,1
염소전처리실,1
영업용및사무실,1
라사무실,1
즉석판매가공제조업,1
판매점및사무실,1
순찰분소,1
repacking,1
신창펌프장,1
갈매마을회관,1
주택부수단창고,1
방송수신기및기차영상,1
비상급수펌프장,1
공동작업장및건조장,1
창고형소매점,1
건어물상,1
개스통제실,1
농산물창고및근린생활시설,1
자동차용품상가,1
마을회관택,1
동광초교사,1
동계보건진료소,1
구비사,1
원심농축기동,1
축산시열용,1
홍문,1
명사마을회관,1
1710동,1
취사량배전실,1
도탄교회,1
민속예술관,1
제1종근린생할시설및,1
산소저장,1
청북농협,1
구판장및새마을회관,1
근린생활시설욍1용도,1
효자정여,1
film,1
도예체험장,1
근린공공시설지서청사,1
해녀공동목욕탕,1
자란회관,1
대대본부,1
마을공동농기보관창고,1
가축시설부속창고,1
기숙사및전시관,1
정신보건센터및건강증진실,1
장육당,1
no2변전소,1
인형제조작업,1
자동차수리점및,1
종교자선,1
80년,1
철문및관련제조업,1
농림수산물간이,1
연립8세대,1
d기타조립금속제조,1
데이케어,1
별장a,1
크링카트랜스포트,1
해수탱크포함,1
이미용가구제조업,1
3급자동차수리점,1
저장용창고,1
6호식당,1
주차장코아,1
공설공원묘지관리사무실,1
사대,1
자재검수대기장,1
도사영정보존,1
원능역부속사,1
32117,1
떡집,1
전통수재차가공공장,1
군사사시설,1
오픈리빙,1
bd운전원대기실,1
빗자타워,1
남암사본체,1
전유장,1
지하주차장f,1
릴렉스룸,1
stkk주조실,1
연탄고,1
기존1층,1
학생쉼터,1
레미콘공장시멘트저장사이로,1
1704동,1
잉여슬러지,1
오파스텔,1
교육연구사시설,1
개방우사,1
의거,1
랜스설비동,1
목욕탕회의실,1
동남경로당,1
지붕개폐식,1
축산물1차가공처리공장,1
자가정비,1
오수점검층,1
양주장사택,1
520실,1
메디케어센터,1
87호,1
단독형다세대주택,1
비상용펌프룸,1
새마을회노인당,1
농자재백화점및사무실,1
기타근린생활시설및제2종근린생활시설,1
공동주택단지내,1
약창고,1
바켓엘리베이터대,1
헛간및농기계보관창고,1
가공및저장창고,1
캔디동,1
유지펌프실,1
가솔린,1
엔진등,1
경로당경로당,1
7개동,1
우수조관리,1
2종근생및관람집회시설,1
air실,1
농기계및농산물,1
p제품창고4,1
성인오락,1
엠유디공장,1
론볼링장,1
선수대기실5,1
재가시설,1
유지관리가스저장고,1
연료보관창고동,1
스위치야드제어동,1
유해물질창고,1
동차관련시설,1
무주경찰서,1
조립2공장,1
신림1동,1
mdi정제실,1
페기물,1
보신각,1
홍보센터,1
구발전소,1
1종근린휴게음식점,1
옥동노인당,1
그린센터,1
화훼보관창고,1
실습교실,1
분말제조업,1
한두방,1
입축전기실,1
저온창고사무실,1
입병,1
퇴비사151,1
간이휴계실,1
ito,1
92세대,1
제1조근린생활시설,1
일반업무시설및주택,1
인공암벽등반장,1
농축탈수실,1
빗물저류조펌프,1
인근부설주차장,1
일반음실점,1
stripper,1
늑대사,1
통합감시반실,1
토종꿀가공처리,1
간이어업무선국,1
물탱크실1,1
마을홍보센터,1
관리공단사무소,1
체력단력실,1
환자대기실,1
충전소동,1
홍수경보실,1
근린공공시설및교육연구시설,1
새마을금고및공동구판장,1
통신공사가야곡분기국사,1
좌안매점,1
민방위대피소,1
공동나눔시설,1
가죽제조공장,1
주택및근생1종,1
재활용품분리중간수집장,1
상수도가압장관리사,1
지하공용창고,1
근린생활시설관계,1
금화터널관리사무소,1
점포및주택및영업용,1
상업시설,1
원앙새사육,1
가로정비,1
계전기실및망루,1
방문객센터,1
치료관,1
수산물종합처리장,1
지하수관축소,1
윤씨제각,1
한국민속관,1
중계가압펌프장,1
축사및대문,1
스톤돔,1
tv경륜장,1
신역파출소,1
탈의실및화장실,1
지방자치센터,1
수면주차장,1
마을공동다목적창고,1
제1종근제린생활시설,1
파워프랜트,1
동막새마을회관,1
공중전화실,1
마을회사무실,1
액체세제공장,1
공동체회관,1
무등리새마을회관,1
마을공동간이상수도,1
me,1
건축용목제품,1
농산물집하판매장,1
토산품판매점포,1
정수지검수구실,1
배수지및취수정,1
농산물가공체험장,1
부녀새마을회관,1
모자숙소,1
점포및미용실,1
홍수예경보우량국사,1
자연관광농원,1
전자계폐기,1
시험작업실,1
농축탑,1
개표소,1
창고ㅓ,1
음료제조판매장,1
가등급,1
입병실,1
가압부상조동,1
카인테리어점,1
초연정,1
비상급수시실,1
제2종근린생할,1
박스설치,1
축구장휴게실샤워장,1
제각부속창고,1
공기건조동,1
참선기도도장,1
일반반음식점,1
하이샵,1
전통음식체험관,1
존애원,1
단독주제2종근린생활시설택,1
수래정,1
전화기재실,1
선원숙사,1
미화관리소,1
감식초제조공장,1
정미영업소,1
포장제조업,1
일반음식점외2용도,1
질옥,1
opration동,1
교육및의료시설군,1
열처리동,1
co2탱크실,1
관광버스차고지,1
무선통신방송및응용장치제조업,1
대피소포함,1
시수가압펌프장,1
작업복관련,1
점포겸사무실,1
1차오니펌프실,1
간이처리시설,1
철물용접,1
간이티부이알중계소,1
매화지구보건진료소,1
특산물생산,1
입국실,1
버섯창고,1
제3합숙소,1
제2자동창고,1
근린생활시설및점포및주택및차고,1
현대아파트상가,1
육류제조업소,1
반도체관련장치제조업,1
장옥1,1
실험실가공설비동,1
자료실창고,1
농촌주거환경개선사업농가주택임,1
기숙사휴게실식당,1
ep사무실,1
단추제조업,1
6호동,1
벤처창업센터,1
복지쎈타,1
맘스스테이지,1
기타커뮤니티시설,1
스마트라운지,1
도시형생활형주,1
소호오피스,1
소화수조펌프실,1
다세재주택,1
근로자휴게소2,1
반려견,1
연소기기,1
의류잡화,1
노포역사,1
인고트,1
전조실,1
원료홉파실,1
우잠실,1
임산부휴게실,1
107,1
유나실,1
팟치가열로실,1
축양장부속건물,1
전화국중계소,1
드라이동,1
제관작업장,1
반제품입고장,1
기사대,1
생산품,1
화물취급장,1
광원대기실,1
통조림공장,1
외향선원대기소,1
공예,1
시제품보관창고,1
오피스텔128실,1
분기전화국,1
93농가주택,1
전화시설물,1
대중음식점외,1
당밀탱크,1
전광투입실,1
용해창고,1
위헌물저장시설,1
대피소2,1
피소화기창고,1
고정식시동장비실,1
full,1
supply,1
a동8세대,1
개스,1
경로당도서실구판장,1
677평방미터,1
근린생활시설및농업생산시설,1
창고및보일라실,1
유원업의시설,1
간이음식점잡화점대중음식점,1
점포및사무실및교육연구시설,1
소매점및대중음식점,1
에레베타,1
야영장외1,1
국산식품가공공장,1
마을공회당및마을공동작업소,1
용매동,1
주민대기실,1
휴천지서청사,1
남자기숙사b동,1
인조,1
섬유직물제조업,1
902동1층피로티,1
70대,1
nec제1차플라스틱가공품,1
rfcc,1
다중주택및제1,1
유지1부,1
구택,1
근린생활서실,1
부검,1
화훼사,1
워크샵,1
오펌프실,1
안내소및,1
잉여오니펌프장,1
농사용창고및,1
일반숙소시설,1
분실,1
제조업기숙사,1
운동재활센터,1
60동,1
에프동,1
신기모정,1
침구관련,1
취수장관사,1
분기구,1
국민,1
vcb전기판넬셀타,1
medium,1
522,1
농업용과실저온저장소,1
멧돌보호각,1
apt형공장및제2종근린생활시설,1
내2호,1
무인세탁실,1
침례장,1
어선건조,1
t수처리동,1
인삼식품제조업,1
수송부사무실,1
제2근린생활시설및,1
수입검사실동,1
무인소전화국,1
95농촌,1
학생테니스장,1
다가구9세대,1
가연동,1
여중,1
누유방기기자재창고,1
의료기일용품소매점,1
벤젠탱크,1
제분소및,1
고교사,1
도자기가마실,1
제조업소및학원,1
종교단체,1
가물치,1
1001동1층피로티,1
문화재전시,1
산림보호관리사,1
장식품판매점,1
정수장의,1
2314동하부,1
퇴비사및헛간,1
염전체험학습장,1
염소저장실,1
과수원관리인실,1
치잡공동사육장,1
메주가공장,1
퇴비사건립,1
농기계및농기구보관창고,1
근린생활시설및여관및위락시설,1
탁구장의원,1
나동아파트,1
공유부분,1
콘프실,1
가공체험실,1
가축사육사,1
동물괸련시설,1
문및화집회시설,1
카센타작업장,1
조개탄제조,1
생활부업실천방,1
관리소집회소,1
남강,1
현관포오치,1
가스주입고,1
유기장및위락시설,1
부분정비소,1
9m2,1
기계실처리장,1
연구소겸,1
131호,1
2종근린생활시설및유흥주점,1
브로아실동,1
대피소및경로당,1
자동차운수사업법에의한,1
훼밀리,1
화부실,1
유류저장동,1
6강의실,1
입소자숙소,1
부지조성,1
옹기공장,1
귀농인의집,1
2종근린생활시설외3,1
무인경비실,1
pw,1
창고및단독,1
양수도,1
개폐기,1
여인숙및주택,1
부속여중특별교사,1
중질유,1
특수차량,1
nh3저장소,1
pretreatment,1
진흥지역,1
시식체험장,1
전열제품,1
그라비아인쇄제조업,1
요트교육원,1
생산공무센터,1
일반음식점창고,1
일본체험장,1
고상중합,1
유흥음식점및여관,1
공주군지도소,1
다가주택5가구,1
및다가구주택제1종근린생활시설,1
염색장,1
성산이씨,1
근린생활시설및위험물판매취급소,1
마을판매장,1
마을회노인당,1
잡화매장,1
영업및단독주택,1
계사관리사,1
레이다호,1
제2종근린생활시설및점포,1
오존설비동,1
계단및화장실,1
안내처소,1
녕릉재실부속가,1
간이상수도모터실,1
근린생활및점포,1
노유지,1
한옥정자,1
산림체험관,1
96주택지원대상자,1
감자저장,1
하이숍,1
의용소방대관리사,1
자립회관,1
수산물처리작업장,1
승공갱신회관,1
워크스테이션,1
강남정,1
점포및관리소,1
쓰레기분리수거,1
대저2동6통마을회관,1
숙정문,1
관개시설,1
태양광발전소기계실,1
고철폐기장,1
다가구주택2가세대,1
수산쎈타,1
리발소,1
관광휴양지구,1
강우관측소,1
배수장관리실,1
정유소및근린생활시설,1
시립공원묘지,1
무인우체국,1
농림수산시설,1
휴계소시설,1
다세대주객,1
11개호,1
영업소사무실,1
화수회관,1
단독1가구,1
수산물냉동품제조업,1
117,1
자재창고a,1
무도유흥,1
비가리개,1
근린공공지역,1
굼터,1
관광휴양소,1
폐자재보관실,1
수산물공동집하장,1
구내급식시설,1
광덕2리마을회관,1
금촌2리사무소,1
18주택,1
통신관련건물,1
영농회관,1
리민회관,1
화장지,1
공공집회시설,1
노인정리사무실,1
배출수지동,1
1종근린생활시설외2용도,1
분임및세미나실,1
곶감가공시설,1
적열보궁,1
관정조작실,1
1996,1
향교교직사,1
위생용품제조장,1
휴식장,1
제1종근린생활싯러,1
도시형생활주택단지형다세대10세대,1
공공업무시설외,1
905동1층피로티,1
순수장,1
관세청,1
scr증발기동2,1
공예품작업장,1
기계식주차동,1
등곡회관,1
일반목욕장및주택,1
고정검문소,1
쉼터화장실,1
자재사무실,1
현풍시장,1
지구대주차장,1
부속창고동,1
폐드럼창고,1
중합방지시설실,1
이발소및일반음식점,1
근현대사전시관,1
주택에부속된,1
정수장상수도가압펌프장,1
송유관시설,1
농산물특판장,1
궁도장사무실,1
음악분수제어실,1
죽도시장상가,1
노양2구회관,1
위험물저정처리시설,1
교육연구시설및주택및근린생활시설,1
궤도변전실,1
어민쉼터,1
철물및관련제품,1
점포및목욕탕,1
냉정1리경로당,1
융설설비,1
rod장,1
후생의료원,1
80ton메인팬모터,1
항공정비동,1
창고a동,1
수문관리동,1
퇴피노,1
농산물직판장및,1
식물관련실시설,1
전화국교환대,1
다목적실및창고,1
산소압력,1
밤선별장,1
제2펌프장,1
용다가구,1
저수펌프장,1
4부두,1
생활관공용동,1
자정전,1
제1종근린생활시설공원부속사,1
