기타_용도_분리,Total Count
건수산물보관창고,1
보건지소의료원,1
가스점검장,1
농산용,1
여자락카,1
학교교육체육관,1
점포및주점,1
부속수녀원,1
농업용컨테이너,1
임상지원센터,1
충전및드럼저장창고,1
농대저온창고,1
구내숙소,1
철도평양기실,1
농기계경락고,1
10증,1
서고및과학준비실,1
강당연결통로2,1
지게차운전실습장,1
퇴비사114,1
물탱크실9연면적제외,1
본관및교사,1
농산물전시창고,1
흙수비실,1
미싱룸,1
창고및교실,1
어묵및유사제품제조,1
폐유리처리장,1
탈취기동a,1
서적상,1
액젓저장탱크,1
전산및교환실,1
마루강당,1
스텐드차양막2호동,1
조사료야적장,1
제2종근생및교육연구시설,1
다목적실휴게실,1
기능실습실,1
공공업무시설2,1
주유소70,1
야간대기실,1
서브장,1
샘플보관창고,1
농기계수납실,1
제2근린생활시설설,1
화장실및식당,1
폐약소각장,1
건축자재실,1
농업용창고및저온창고,1
농어촌생산,1
굴건조장,1
인형제조작업,1
방충망실,1
작약건조장공동작업장,1
재가열기,1
2부,1
부속창고창고,1
강설루,1
수단창고,1
고사정,1
hcl,1
소방전원점검실,1
부동액탱크실,1
ㅈ제2종근생,1
가공선기계실,1
정수처리설비실,1
폐휴지보관소,1
재활보건센터,1
철판절단공장,1
건강체력실,1
1157,1
비상유류보관소,1
자동차용품상가,1
농압용창고,1
탱크조정실,1
건조및정선창고,1
선운사,1
계단실wt,1
에접벽증축,1
농산물보관창,1
탈수펌프실,1
빨래건조용온실,1
n2기계실,1
우수처리관리층,1
파지압축실,1
주민공동시설승강기,1
객실및관리실,1
창릉정자각,1
벌집테마원,1
축사268,1
수족병리학과,1
보건소노인복지도서관,1
유자재진지,1
지하실124,1
원형급수대,1
보일러실및화장실포함,1
셀프브랜딩실,1
8이상층수산정연면적제외,1
ess발전설비시설,1
29용도변경,1
1갸구,1
코치실화장실,1
용적률산정용면적에서제외,1
기술동아리실,1
바느질수방,1
제1침전지,1
부식및냉동창고,1
p1105b차광막,1
제조업소316,1
해체,1
선별업,1
기원159,1
동봉마을,1
연구동2층,1
6섹터,1
초중고등부,1
직원숙소용,1
1층102호,1
축구장관리동,1
지형,1
캐노피및지붕,1
탐지훈련장,1
게이트볼장관리동,1
어린이관련시설,1
테니스준비실,1
바단면적,1
농기계집하장,1
아동과련시설,1
소매점198,1
막국수창고,1
배전설비교장,1
구급실,1
제3질산,1
수전및기계실,1
담배제조시험동,1
석유가게,1
dumper전기실,1
계단실및엘리버이터기계실,1
화원및점포,1
분진저장소,1
취업지원정보실,1
주차관리모니터,1
식품냉동작업장및창고,1
선린병원,1
구들구이체험장,1
plc실,1
7143,1
초촌분기국사,1
계단실및피난계단,1
열대사양,1
김제조공장,1
교육정보센타,1
물탱크실외계단실,1
원유검사창고,1
가스위험물취급저장실,1
샤워장화장실,1
동물체험장,1
남자유희실,1
나한정,1
농가부속축사,1
전처리조,1
일렉트릭,1
입주자회의실및독서실,1
지물커텐,1
민원실등,1
크루라운지,1
다가구차고,1
실쉘타,1
담배판매소,1
주부취미교실및국악실,1
부스터펌프실,1
농기계전시및판매장,1
능력검정돈사3,1
제2종일근린생활시설,1
빗물저장조,1
가축분뇨처리시설기계실,1
79호,1
전씨제실,1
114대,1
수질시험실및복지실,1
지하저유조,1
주차진출입구,1
도시형생활주택복층형상부,1
기타석재품제조업,1
s5,1
약품저장조계단실,1
농어업용축사,1
원룸형0,1
스포츠숍,1
부녀복지관및경로당,1
기원149,1
자동차영업소부속창고,1
관리및위생시설,1
애널라이저셜터5,1
쓰레기크레인조정실,1
카바나55,1
주차통로및리프트,1
축사관리창고,1
출입구램프,1
설래마을회관,1
카바나80,1
옹기판매,1
601호복층,1
롤라스케이트장,1
구매시설및제1종근린생활시설,1
국락보전,1
꽃꽂이,1
사무실266,1
닭판매점,1
켄오피,1
제206호,1
seg변전소,1
볼집구실,1
하역관리실,1
철문제품제조업,1
전산창고,1
농촌찜질방,1
자동계량장치,1
차량기취고,1
5소방밸브실,1
가축양육사,1
e11,1
간이사찰,1
풍물전수관,1
사내도서관,1
기타강구조,1
소형전화국기계실,1
전주동헌,1
사무관리분야기술계강습소,1
매표소1,1
찻집및식당,1
치괴의료기공소,1
물탱크및승강기기계실,1
다목적공방,1
석재가동,1
화물하차장,1
전승회관,1
비닐수지제조,1
포구민가2,1
4소결설비,1
백자전시관,1
카쉘어링,1
동물및식물관련싯설,1
양복,1
준공공임내,1
음식점133,1
hec델류즈밸브실,1
단말송신소,1
pvc등외품보관창고,1
마을복지시설,1
부속5호1,1
청웅,1
가축방역사무실,1
소각로판넬,1
혼화지,1
여과기조작실,1
기술기계학원,1
군장학생명예위원,1
다목적강당상부,1
엘베이터,1
조류신호,1
소금전시관,1
층바닥,1
단란주점호프,1
약풍투입동,1
수첨분석실,1
화장실90,1
로딩장대기실,1
고압가스충전및lpg판매취급소,1
일반수장고,1
통신장비운영실,1
일산화질소실,1
사무소39,1
염색집,1
게단실연면적제외,1
정보통신운영계,1
행낭체,1
주민공동시설공용공간,1
기타피막처리업,1
물탱크및차량,1
공동주택301,1
양생창고,1
열대온실,1
제설주차장,1
청소년전용카페,1
기동관,1
기업공간,1
금속관,1
침전지펌프실계단,1
석탑,1
냉각장치실,1
치즈가공,1
기계제조공장,1
춘성정,1
생물여과실,1
노동조합위원장실,1
제5초소,1
분쇄처리업,1
중화전,1
의사회의실,1
소방구급차고,1
외부파고라,1
수준별교과,1
외부케노피,1
pit주차장,1
외줄유격,1
ht케노피,1
부모대기실,1
복도및관리실,1
지렁이먹이보관창고,1
cac,1
532분기실,1
커뮤니티센터엘리베이터,1
재판정,1
골프연습장1,1
pet2,1
유조차,1
제1ㆍ2종근생,1
인터넷컴퓨터게임,1
후생복지지설,1
문화까페,1
용선집진기오일,1
end조립실,1
주민공동시설및복리시설,1
부속겸,1
운동시설1526,1
상토작업장,1
영유아노육시설,1
쓰레시집하장,1
인쇄박물관,1
준공94,1
교육연구밀복지시설,1
조왕단,1
염기투입실,1
환기실외,1
죽전지실,1
남녀분리화장실,1
용연제,1
22평7홉,1
중층관리실,1
근생아파트용,1
마사사무실,1
기계유창고,1
친환경쌀건조집하장,1
잡유저장소,1
에듀센타,1
교육실및사무실,1
국제학술회의장,1
지방문화재78호,1
샤워실기계실,1
일반목제,1
전동송풍냉각,1
종교칩회장,1
운동전용,1
49동,1
산림,1
hall계단실,1
특화점포,1
제품상치장,1
주차장473,1
완성,1
프로젝트창고,1
34연면적제외,1
교회280,1
수녀연구원동,1
태릉정자각,1
남도음식체험실,1
소방밸브실2,1
육가공제조장,1
10m사격장,1
코워킹플레이스,1
권선,1
주민공동보유시설,1
야쿠르트,1
만남의밤교리실,1
소연회장부속실,1
활성오니조기계실,1
테이스트창고,1
왕겨저장소,1
소방검사실,1
충전기캐노피,1
성모병원,1
일반공장및화장실,1
19허가,1
전통문화전수관,1
출하용창고,1
자장각,1
발효조2,1
5주택,1
소매점및부동산중개업,1
교사휴게동,1
가스실1,1
사무소및정비실,1
동물및식물관련시설외단독주택,1
냉동컨테이너용변전실,1
도자실습실,1
인터넷강의실,1
서요사,1
농산작업장,1
생물반응조자재반입실,1
민속박물관및체험관,1
제품점,1
사무실및단독주택,1
면적에산입하지않음,1
삼석각,1
사료투입및이동통로,1
보일라실대피소,1
정호펌프실,1
현관및후론트,1
토마토선별장,1
운서정,1
운전병숙소,1
쉼터하우스,1
디자인연구실,1
종증회관,1
유물각,1
가축비가림운동시설,1
마을공회당및창고,1
정육가공공장,1
아파트12층의복층,1
출입문케노피,1
주차통로카리프트,1
영양개선의,1
건해물위판장,1
축산발효퇴비장,1
법장,1
가사체험장,1
1067번지,1
3819,1
도솔실,1
달팽이사육사,1
준크린룸,1
양송이종균시험실,1
해안초소변소,1
여종업원실,1
64x20개동,1
테스터실,1
로비코아,1
73m2사무소477,1
쓰레기용기설치공간,1
1939년도,1
함마크라샤,1
주택및창고부속사,1
삭도기계실,1
범용공작실,1
제관공장화장실,1
몰코공장,1
절삭유저장고,1
한증목욕탕,1
교육원교사,1
환경시설업소,1
홍삼원제조공장,1
제13분석기실,1
공장및물치장,1
작업실및부속창고,1
재활용품공동작업장,1
폐수처리장부양실,1
직기저장고,1
수선공장,1
접착제작실,1
식품판매제조가공업소,1
산나물작업장,1
전방실,1
설비보전실,1
발전기실및물탱크실,1
물탱크실및관리사무실,1
종교수련시설,1
유티리티엠002,1
양조주장,1
펫시설,1
잿간변소,1
한의원주택,1
노유자직업재활시설,1
굴비제조업소,1
생강한과제조업소,1
바다면적및층수제외,1
벨트콤베아하우스,1
성형가공석재및석재품제조업,1
의약용과수충진장,1
일반음식점8,1
푸드,1
산업용열식건조기제조,1
수소충전기계실,1
산불방지지원차고,1
부속사1,1
294호,1
배처프렌트,1
구조용금속판제조장,1
주치피로티,1
우사부속창고,1
카바나136,1
스레트공장,1
대문및부속,1
보일러집진실,1
중계소경비초소,1
작옥,1
외자보세창고,1
압출보일러실,1
창고및방풍실,1
단독주택보일러실및창고,1
압축탱크실,1
주택및브록양생실,1
일반공장열처리수전실,1
자율방범대기실,1
기숙사및보일러실,1
명상센타,1
수소실동,1
2층교육원,1
대피소및보일러실및저탄장실,1
화학약품주입소,1
업무주차장,1
씨701펌프실핫워터다이렉트콜드워터,1
녹차가공업,1
화장실및대문,1
기숙사및임원실,1
도항선대합실,1
조립용,1
자동차공업소,1
주차장143,1
부속실제4호,1
선과장및사무실,1
홍수경보국사,1
폐수고도처리시설,1
대연각,1
scale,1
요술의집,1
근린생활시설및공공업무시설,1
크린넷,1
놀이체험,1
플라스틱창호,1
천마연구소,1
녹색축산교육장,1
원유가공공장,1
김치숙성고,1
점방,1
수행관1,1
근린시설및학원,1
배수관문전기조작실,1
근생및교육연구및복지시설,1
마을회관및사무실,1
다방계단실,1
장내용수공급실,1
연평지소사무실,1
옥외위험물저장시설,1
다가구주택용창고,1
톱밥발효용축사,1
주차장진출입구,1
1종근생및주택,1
소매범및냉동창고,1
운동용기구보관창고,1
디자인전시장,1
정육점및주택,1
및어망용끈제조,1
양주실,1
자전거보관대e,1
상가하역주차장2,1
보일러실64,1
편백가공유통센터,1
다가구3호,1
밧차루렌트,1
관리실험실,1
집진조정동,1
운동생화학실,1
합숙소1,1
메주시설,1
보일라실및식당,1
실습실및제과점,1
가축분뇨처리장시설,1
제자양육실,1
교연구시설,1
볏짚창고96,1
농작물건조보관창고,1
교육용시설,1
pce,1
창고및이용원,1
경납고,1
공유현관,1
특수학급실,1
보호차양막,1
마을전수회관,1
산소저장탱크실,1
꼬마자동차보관소,1
다방및영업소,1
창고및홀,1
1층3호,1
방류시설,1
서삼릉재실,1
직업지원처,1
마릉공동창고,1
호루조사육장,1
가내작업실,1
장충문,1
보일러실복도,1
존경각,1
이동실,1
종교시설창고,1
축사및축분시설,1
춘추각,1
저유고,1
착유지,1
충전및판매소,1
전체휴게실,1
안내및관리실,1
페수처리전기실,1
연면적산정제외대상,1
5175,1
미표기,1
50m화약총및50mrt,1
폭약저장소,1
배전용전기회로개폐보호,1
영화관및로비,1
음향조정실23,1
의상전시실,1
특수분석실,1
유념관,1
나눔장터,1
실내다목적체육실,1
물류출하장,1
일반유흠음식점,1
교육실및연구실,1
연습및창작실,1
보트관리,1
사장식,1
사무소108,1
종종회관,1
순대제조업,1
수송차검수고,1
백운루,1
선심당,1
정례각,1
간이음식점및미장원,1
t근무실,1
다목적스포츠룸,1
남정단위농협분점,1
근린생활시설375,1
점포및사무실201,1
92연면적제외,1
개량분,1
혼화재,1
휴게음식점음,1
예배당사무실,1
g동경비실3,1
여성전용병동,1
계사물통및케이지망보관용,1
나프타s,1
교정및군사시실,1
성기암부속실,1
아실,1
기계및컴프레셔실,1
농사용저온저창고,1
관측정,1
굼벵이식품가공업,1
새마을단무지공장,1
도자기물품저장창고,1
샤시보관창고,1
싸이로하치장,1
화랑갤러리,1
자재적치대,1
유흥주점186,1
생산시설동,1
인텀넷컴퓨터게임시설제공업,1
기타공당,1
lpg가스고,1
애완동물사육사,1
현장실습실,1
차체세척장,1
썬비머거치대,1
노유자아동시설,1
위험실,1
rma실,1
미곡공장,1
제품포장장,1
연중보관소,1
농축실등,1
의원228,1
퇴비사44,1
수영장및기계실,1
샤프트실,1
오물탱크,1
물탱크옥탑,1
조리종사원휴게실,1
건축면적미산입,1
비파괴장,1
임산물집하저장창고,1
야생조류,1
선장부화장실,1
26근린생활시설84,1
농업창고및생산시설,1
해양관,1
태니스코트장,1
비료제조시설,1
관리실및코어,1
탈취보일러실,1
보행자통로캐노피,1
몰드수리장,1
임반음식점,1
성형설비실,1
농산물보관및저장창고,1
라이트오일펌프룸,1
휴게상담실,1
근린생활시설간이목욕실,1
청소도구보관,1
학과교무실,1
수지변압기실,1
서브반휴게실,1
부속차량번호제작소,1
전차포탑검사장,1
중교육연구시설,1
산소충진대,1
제2종근린생활생,1
리프트점검구,1
야구휴게실,1
차아황산소다포장재창고,1
지역중심학교및7차교육과정,1
골재저장소1,1
수소트레일러보관실,1
농연체험장,1
구성,1
스크렘,1
협,1
비상엔진실,1
여관70,1
교육연구및교육연구,1
해양초소,1
사무소및전기실,1
위험물처리및저장처리시설,1
생활펌프실,1
계근실동,1
중역실및회의실,1
78년10월25일,1
밴딩머신실,1
2층과복층세대,1
자돈육성사,1
과외학습실,1
예배실및선교원,1
근생478,1
무대반입캐노피,1
관리부분,1
5기구,1
인릉비각,1
농산물보온덮개,1
recovery2,1
운전학원기숙사,1
연영문,1
예비송신기,1
제이제이마호니,1
대연회장부속실,1
전복포장,1
갑종위험물창고,1
일반유원시설업,1
점포및입원실,1
bel,1
의약품판매소100,1
고상가옥a동,1
농산물원료보관창고,1
주교대리구장실,1
원물선별장,1
방및보일러실,1
휴계실및욕실,1
칩타이어보관장,1
기관차분소,1
자동자매매장,1
부산중개업소,1
테마체험장,1
침장,1
종교시설134,1
주차장249,1
남한산성종각,1
빗물저장탱크시설,1
신청이외,1
마사및휴게실,1
빙수공장,1
공장및연구실,1
빠레트처리장,1
소다저장창고,1
제품포장조정실,1
산림목공체험장,1
상용시작공장,1
화장실및창고및욕실,1
사무실소,1
금형보전실,1
락크제작실,1
파렛트수리장,1
부동산중사무소,1
주택및그린시설,1
향토전시관,1
군장옥,1
제관사무실,1
완분공장,1
알루미늄샷시제조업,1
서브장휴게실,1
주택및매점,1
17일부미등기,1
연사제조및기티방적업,1
생산면적,1
마을향토유물관,1
지상1층물탱크,1
협력업체샤워장,1
순수처리조,1
4층상층,1
작지탄약고,1
위험공실,1
제품창고및실험실,1
양양제,1
ptsd치료실,1
카센타및점포,1
기름보일러,1
정호수사택,1
구내식당등,1
농업생산시설및변소,1
쥐고기공장,1
유제실,1
버드아일랜드홍보관,1
관수,1
어린이전용극장,1
디지털돔극장,1
사설예능강습소,1
열처리작업장,1
분소장실,1
헬륨충전실,1
피아노학원사무실,1
70연면적제외,1
도로관리제설창고,1
교육진로,1
야외적재장,1
충공유,1
대피소창고보일러실,1
본부석스텐드,1
축산물가공판매,1
창고및목욕탕및변소,1
부속관리인숙소,1
1층내수위실,1
ㅏㄴ독주택,1
보일러수리작업장,1
수원지및기계실,1
주택내부수탄창고,1
죠크라샤,1
일반공장사무실,1
포장백창고,1
가열조실,1
학원56,1
보일라실및기타,1
모험장비창고,1
반딧불센터,1
플라스틱및유사제품제조업,1
오수처리배전실,1
통신용발전실,1
양재한복과,1
사무실및부품전시장,1
소석회,1
도포장실,1
정문안내동,1
주택97,1
주물야적창고,1
축산업가공시설,1
반휴게실3개소확장,1
탑조등시설,1
대원세탁공장,1
곶감제조업소,1
제2호물치,1
상점및부속사,1
농산물가공공장관리사,1
죠크라샤실,1
전자담배판매점,1
1960증축,1
약품중앙공급실,1
욕실및주택,1
버스캐노피,1
밀크제조업,1
근린생활시설제조장,1
부숙,1
목욕탕93,1
시망각,1
식품첨가물액화질소소분실,1
가구소품제조작업장,1
벌말해경출장소,1
해수취수조,1
견막사,1
3355,1
본공장창고,1
제3프레스공장,1
열가리세척공장,1
워트제트보관소,1
실온분류장,1
통합보일러실,1
건조사및관리사,1
유용미생물배양장,1
수련생숙소,1
마을가게,1
주택및폐백실,1
계단실보일러실,1
차동차관련,1
김치공장및저온창고,1
다함께복지센터,1
점포290,1
돈사부속,1
농산물단순가공처리장,1
대피실및지하실,1
고밀도수소공장,1
약품주입장치,1
주자창및창고,1
창호제작업소,1
가공제조공장,1
김건조가공제조업,1
부품정비실,1
약수탕관리사무실,1
타겟트실,1
소형차량정비소,1
제2특수완성실,1
열처리제제조업,1
보일라실및욕탕,1
단동주택,1
과실가공및저장처리시설,1
공공근린사무소,1
카엘레베이터,1
클링타워실,1
별크하차장,1
성형장,1
저온공장,1
주택온실,1
84대,1
일반음식점5,1
계단실및ele기계실,1
공무동부속창고3,1
25111,1
g가스보관창고,1
v중계사,1
테니스장부속창고,1
이동대차실,1
축전지설,1
15호식당,1
제조업소30,1
위험물처리저장및석유판매소,1
조실실,1
증축전,1
2존근린시설,1
오디트룸,1
예비관리실,1
주차장은바닥면적제외,1
방탐실,1
복하부층,1
역사사료관,1
주방배수조,1
공장및야적장,1
외부ev비가림막,1
청소원대기실고,1
터키스파,1
산업설비과,1
출하장2,1
옥외흡연장1,1
써비스,1
방사선장치및전기의료장치제조업,1
급수장2,1
yard협력사무실d동,1
017,1
예능능계학원,1
유기전시장,1
사무행정실,1
용적률연면적,1
바울로,1
사무실및문서고629,1
숙소및교육장,1
보존,1
위험물저장소사무실,1
c6,1
게장제조업소,1
스프링,1
사애각,1
catv,1
701호벽체공유,1
석성동헌,1
qa창고,1
연회예약,1
기타게임제공업소,1
대피소및물품창고,1
관련기성복,1
자연발효식,1
계단실및av룸,1
먹이,1
전산설계실,1
대외기관협력실,1
군악대대기실및이관실,1
교육관및기념관,1
제22호,1
냉동고보관소,1
구명조끼,1
건강체조교실등,1
용도미기재23,1
의과대학본관4층연결통로,1
vrds,1
종사찰,1
소매점159,1
elev기계부속실,1
홈패션학원,1
induction,1
lcv,1
pur공드럼창고,1
원예식물재배사,1
음료가공,1
초등학고,1
검사원사무실,1
버섯재배사2,1
보온덮개지붕,1
오징어처리공장,1
전기콘트롤실,1
수목관리용창고,1
14평7홉,1
화훼건조장,1
160m2,1
고실,1
식물환경연구온실,1
영령각,1
터널캐노피,1
해태처리가공시설,1
식당교실,1
공경비실,1
수산물포장시설,1
제품안전시험소,1
옥내주차장375,1
정충각,1
전경휴게실,1
유기장비료창고,1
배터리하치장,1
1448,1
주55번,1
엘리베리터,1
딸기공동선별장,1
물류자동화시스템,1
원룸형복층하부,1
제품전시판매실,1
폐수처리사무실,1
금융업무시설,1
영업조정공장,1
엔진차고,1
조직배양순화온실,1
학교보안관실,1
교회부속목사관,1
골재관리사무실,1
가스캐비넷,1
주차장및보이러실,1
수산물냉동보관및가공시설,1
신풍기업휴게실,1
분리수거창고및소각장,1
회중석및유아실및교역자실,1
면적산입에제외,1
방염공장,1
자료보존처리실,1
사일로비감림시설,1
사회체육관,1
실습모재창고,1
경비대,1
장애인교육장,1
2층과연계,1
제2시설근린생활시설,1
주차통로9,1
식품저장공장,1
관관광휴게시설,1
전천후강의장16,1
정비제작장,1
공장및공장사무실,1
공장5,1
유해물질관리소,1
2층코아,1
경양식음식점,1
성형실및적재실,1
피난옥외계단,1
선주실,1
콘베이어벨트,1
사문함미파쇄설비,1
하수배수장,1
가스통실,1
감시및방재실,1
냉동창고16,1
보육시설동,1
rampway,1
옥외승강기1,1
개별교실,1
24물탱크,1
건조식품작업실,1
제120호,1
차량게이트캐노피,1
폐수정화실,1
탈청장,1
달리분류되지않은전자관및기타전자부품제조,1
변선실,1
상담실교사및교육실,1
하수도처리장,1
분임토의장8,1
경비축소,1
기타화학제품제조,1
1954년완공,1
재황용품센터,1
주차전용부분바닥면적제외,1
bag보관대,1
레이더기지,1
매립장사무실,1
다용도집회실,1
실험기구보관창고,1
동재적치공장,1
유압정비,1
processing,1
빗물처리시설관리실,1
1371,1
작업장28,1
제1종근린생활시설115,1
동설기계실,1
어린이썰매,1
사무소282,1
다문화이주민플러스센터,1
연구용계측기실,1
수화제동,1
1종20,1
농가벼건조용,1
공동취사사장,1
옥외엘리베이터3,1
청소년게임시설제공업의,1
신청22,1
녹차제조가공시설,1
탁아소및사무실,1
종증묘,1
세대창고1,1
목장창고,1
농기계및곡물창고,1
인공신장,1
3예열실c,1
대용가죽제품,1
스마트홈아카데미,1
재활용페기물보관소,1
관리동및경로당,1
노선버스,1
출고대기실,1
원생숙실,1
향약제,1
냉천계통,1
공장sf검사실,1
저장탄및보일러실,1
취관정,1
묘포장,1
마동과바동,1
저장공급실,1
유치원강당,1
우마차보관소,1
직업기능실,1
통신기계장치,1
주차장및근린생활시설및주택,1
animal,1
배구연습구장,1
신재생에너지연료전지실,1
자연장지,1
변보이라실,1
과일및채소절임식품제조업,1
위건축물내영업용,1
회의장및휴게실,1
로비3,1
diy가구제조업,1
치유농장,1
문서조판실,1
습지원,1
생활관및체육시설,1
농기계세차시설,1
페목재공장,1
3층중층,1
1m,1
실내계단실,1
경기,1
간이음식대,1
포장자동화시설,1
의원123,1
세차기기비가림시설,1
대중음식점52,1
차량계부품창고,1
디젤연료저장,1
대중음식점147,1
약국42,1
센팔운전실,1
계단실및다가구주택,1
육가공품제조,1
tb창고,1
공동육아,1
공용관사,1
마을공동사무실,1
사덕정,1
입주자대표,1
동물밑식물관련시설,1
3134,1
기존1920년,1
워크페이스,1
리사이클콤프레샤셀타,1
관정보호실1,1
옥외비가림막,1
강의실분임토의실,1
광기소유지고,1
택배우편물보관실,1
일반음식점점포,1
고속절단숍,1
1900년준공,1
6동2호,1
견사세척실,1
식당0,1
소매점199,1
관리숙소및사무실,1
우드팰릿,1
채란실및실험실,1
발건강체험장,1
숭제,1
저장조63,1
어린이운동시설,1
그늘막사,1
복합게임유통제공업,1
폐오일,1
약제보관창고,1
엘레베에터및닥트,1
탈취기실4,1
축사정화조,1
1936년준,1
동부산,1
보조구장사무실,1
과수원증막,1
30증축필,1
창고32,1
보안통로,1
일반음식점110,1
종교집회장0,1
상수도용가압펌프실,1
차량정비소및,1
분뇨처리시실,1
계다닐,1
패류가이식2동,1
데속스조정실,1
소독처리장,1
모자배양실,1
소농마을경로회관,1
중앙통제관계실,1
숙박시설전용,1
콩나물재배사및관리사,1
7392,1
폐변압기적재소,1
교육연구시설3,1
335동,1
육상문어양식장,1
3502b,1
연사업,1
축산발효장,1
고문서자료관,1
기타로비,1
관리실및정압실,1
수납고등,1
분뇨페기물처리시설,1
대원대기실,1
전기차차고,1
입주차휴게실,1
기타업무시실,1
도자기체험관및전수관,1
1100,1
육계사육추실,1
3급정비업소,1
공급장,1
미레체험관,1
경매진행사,1
재경사무실,1
11호수,1
기계실및탱크,1
볏집재배사,1
암벽,1
화실사무소,1
옥상및물탱크,1
종계사5호,1
제품생산,1
자동차용elev,1
농산물선별가공처리,1
농업용시설보관창고,1
열림도서관,1
농산물옥수수보관창고,1
여자자원봉사자숙소,1
대화정보실등,1
평면도좌측부분,1
단단독주택,1
가스약제실,1
튜브보관소,1
항공기술학원2,1
휴게음식정,1
spe촉매실,1
상일동414,1
학생보호인력초소,1
감사님실,1
구제역방역장비보관창고,1
공로실,1
압축공기시,1
콤푸레샤기계실,1
계단옥탑등,1
수산기자재창고,1
61m,1
아동관련및복지시설,1
및축사,1
디락,1
초향원,1
c헤드타워,1
안전대기실,1
어선수리센터,1
관리사무실31,1
농업용교육연구시설,1
하우스콘서트,1
경리타자학원,1
국궁장관리사,1
샷다제조업,1
변성기및전자유도자제조업,1
차량elev,1
자동조립및,1
204호임,1
생할형숙박시설,1
4aa폐기물보관소,1
동물치료실및관리실,1
로전실,1
용적율연면적,1
사료창고163,1
면적119,1
제1여객홈,1
다목적잠실,1
수납센터,1
고로쇠가공,1
환경디자인실,1
양궁표적장,1
b발사통제실,1
옥외공장,1
로딩암쉘타,1
불산저장소,1
축사및도장,1
계근사무실,1
식용유추출공자,1
4공장면회실,1
게공업소,1
협잡물적치동,1
컴퓨터매체제조업,1
식품미생물실,1
오일타이어링보일러실,1
피부관리센터,1
서비스접수,1
eafd부속동,1
소괘저장고,1
주민센터로비,1
광기수리실,1
용주딸기작목반관리사,1
강당연결통로1,1
1층바닥면적에산입,1
재료창고및완성품창고,1
물탱크및elev및기계실,1
동일스라그냉각실,1
노지양어장및창고,1
도정설비실,1
대표실및숙소,1
터빈실등,1
우사648,1
방진형창고,1
전기실및옥외계단,1
창고및부속축사,1
전삭시설,1
엠씨씨룸,1
승강기탑등,1
관리사무소76,1
제조업소260,1
문화원사랑방,1
의료용구판매업,1
폐토사처리동,1
대피소b,1
다세대주택71,1
퇴비사저장창고,1
좌청,1
정제제조실,1
탈착실,1
신청사,1
양곡스마트저온창고,1
건축신고,1
공반석,1
취성재,1
주민체육,1
숙직실1호동,1
실무실습약국,1
민방위정호,1
제124호,1
상과실습실,1
염산봄베이실,1
친환경농산물자재창고,1
종량제쓰레기봉투,1
화이날1반휴게실,1
청소년인터넷컴퓨터게임제공업소,1
16반초기휴게실,1
24반초기휴게실,1
디스코라운지,1
precursor,1
1가구에,1
농가창고및외부화장실,1
컴퓨레샤룸,1
코크스보관장,1
승강타워,1
삼덕제,1
노유자시살,1
주차13,1
식품가게,1
축산기자재보관창고,1
소방차차고지,1
말사육실습실,1
학무과장,1
pit설비층,1
식풍가공공장,1
영안실취사장,1
동아리실2,1
가정용도자기,1
다가구주택및오피스텔,1
지하유류저장소,1
터널관리,1
충청도기와동,1
공유세탁,1
공고업무시설,1
관리실264,1
건축토목시험장,1
대중음식점71,1
1층놀이터,1
장작적치장,1
엘실,1
카고트럭정비고,1
농사물저온창고,1
발전기실68,1
댄스장,1
중동,1
퇴비저정소,1
옥상전시,1
제209호,1
산10,1
pilot동6,1
가축대사,1
매장및작업장,1
집하장및,1
2세대157,1
후기육성사보일러실,1
uv소독시설,1
옥외발코니,1
성물부,1
소재지162,1
보육시설256,1
고온건조실,1
재가노인시설,1
주차장a동,1
경비실보일러실,1
동물관리위탁업,1
용지1팀,1
사업단장실,1
간호협회회관,1
부속계단실및창고,1
식자재실,1
진압대기실,1
유치원옥탑,1
예체능계미술실,1
용기에의한고압가스,1
관리사무실및물탱크,1
도시셩생활주택,1
다목적새마을회관,1
점검공간,1
성인전용오락실,1
공동주택및대중음식점,1
근린생활싯설,1
접수창고,1
철골구조물,1
엘리베이터덕트,1
로비및통로,1
퇴비사153,1
셔틀버스쉘터3동,1
단독주택및가공시설,1
멸치조림시설,1
인진쑥가공업,1
마페테리아,1
tunnel,1
203호에포함,1
어린이오락실및,1
지층대피실,1
법체험관1,1
근린생활시설및탁구장,1
전자오락실및주택,1
학원120,1
장능비각,1
실외낚시터,1
양수장감시옥,1
광장홀,1
농어업용시설물,1
펌프소방동,1
1종실,1
진봉농민상담소,1
6호급수장,1
생활건강관리실,1
치료운동실,1
특631호,1
견학코스,1
냉선창고,1
타일제조업,1
산업용프라스틱성형제품제조,1
데,1
화장실용,1
화공약품저장고,1
4고로정비실,1
주택자재생산공장,1
실험시설,1
심판타워k60,1
방사능저장창고,1
예지물적재장,1
벨데스크,1
펌프실및발전기실및전기실,1
일반초소5,1
상가기계,1
2pf,1
소방펌스실,1
체력단련장0,1
lng가스용기보관소,1
주택b가구,1
49a동,1
주차경사로비막이,1
제의방,1
기계통제실,1
5층지붕,1
동행랑,1
각12,1
동네마당,1
요새진지,1
폄프실31,1
4464,1
i형차양대15,1
접빈관,1
소독터널a동,1
우량종구,1
생산기술as,1
학사사무실,1
식당a동,1
드럼공장,1
주차장및계단실및통신실,1
4층과1가구가구,1
근린생활시설104,1
전통한옥민박,1
신축1975,1
